CRIPTOATIVO;MÊS/ANO;Nº DE OPERAÇÕES;VALOR TOTAL DAS OPERAÇÕES;VALOR MÉDIO POR OPERAÇÃO
DCR;Maio de 2023;285;63.981,12;224,50
DCR;Junho de 2023;327;45.161,17;138,11
DCR;Julho de 2023;216;38.949,97;180,32
DCR;Agosto de 2023;55;13.376,45;243,21
DCR;Setembro de 2023;25;24.256,37;970,25
DCR;Outubro de 2023;504;99.298,93;197,02
DCR;Novembro de 2023;338;52.076,06;154,07
DCR;Dezembro de 2023;981;182.471,84;186,01
DCR;Janeiro de 2024;732;135.732,27;185,43
DCR;Fevereiro de 2024;206;51.449,15;249,75
DCR;Março de 2024;572;124.444,82;217,56
DCR;Abril de 2024;288;131.043,23;455,01
DCR;Maio de 2024;366;120.436,95;329,06
DCR;Junho de 2024;246;54.780,23;222,68
DCR;Julho de 2024;216;53.178,07;246,19
DCR;Agosto de 2024;350;75.912,50;216,89
DCR;Setembro de 2024;434;79.171,85;182,42
DCR;Outubro de 2024;199;46.478,45;233,56
DCR;Novembro de 2024;557;139.375,69;250,23
DGB;Agosto de 2019;7;372,93;53,28
DGB;Abril de 2020;2;34.677,90;17.338,95
DGB;Maio de 2020;1;9,47;9,47
DGB;Junho de 2020;1;50.634,09;50.634,09
DGB;Julho de 2020;1;20.000,00;20.000,00
DGB;Agosto de 2020;3.564;1.721.391,05;482,99
DGB;Setembro de 2020;6.926;3.716.955,80;536,67
DGB;Outubro de 2020;4.544;1.997.597,89;439,61
DGB;Novembro de 2020;6.308;2.804.460,57;444,59
DGB;Dezembro de 2020;6.267;2.769.121,31;441,86
DGB;Janeiro de 2021;12.700;4.383.983,06;345,20
DGB;Fevereiro de 2021;36.287;17.650.363,41;486,41
DGB;Março de 2021;22.842;10.682.172,36;467,65
DGB;Abril de 2021;65.068;43.774.336,86;672,75
DGB;Maio de 2021;41.094;26.926.962,67;655,25
DGB;Junho de 2021;17.519;10.105.864,43;576,85
DGB;Julho de 2021;5.958;2.574.580,58;432,12
DGB;Agosto de 2021;14.999;9.217.248,03;614,52
DGB;Setembro de 2021;7.602;4.077.096,25;536,32
DGB;Outubro de 2021;9.285;4.506.705,93;485,37
DGB;Novembro de 2021;6.874;2.748.904,78;399,90
DGB;Dezembro de 2021;3.068;1.062.712,16;346,39
DGB;Janeiro de 2022;1.892;511.849,69;270,53
DGB;Fevereiro de 2022;1.790;659.276,18;368,31
DGB;Março de 2022;4.127;2.004.474,25;485,70
DGB;Abril de 2022;1.838;616.812,51;335,59
DGB;Maio de 2022;2.470;704.073,21;285,05
DGB;Junho de 2022;1.794;357.411,34;199,23
DGB;Julho de 2022;1.430;339.270,66;237,25
DGB;Agosto de 2022;1.330;300.782,20;226,15
DGB;Setembro de 2022;926;214.778,45;231,94
DGB;Outubro de 2022;681;108.689,47;159,60
DGB;Novembro de 2022;850;177.634,47;208,98
DGB;Dezembro de 2022;799;145.148,09;181,66
DGB;Janeiro de 2023;799;185.591,49;232,28
DGB;Fevereiro de 2023;762;205.591,49;269,81
DGB;Março de 2023;545;149.015,55;273,42
DGB;Abril de 2023;575;141.758,18;246,54
DGB;Maio de 2023;440;93.850,83;213,30
DGB;Junho de 2023;310;57.107,72;184,22
DGB;Julho de 2023;260;47.558,26;182,92
DGB;Agosto de 2023;235;35.448,25;150,84
DGB;Setembro de 2023;233;35.386,97;151,88
DGB;Outubro de 2023;299;49.785,14;166,51
DGB;Novembro de 2023;420;103.555,18;246,56
DGB;Dezembro de 2023;741;116.936,67;157,81
DGB;Janeiro de 2024;561;110.736,22;197,39
DGB;Fevereiro de 2024;896;206.743,95;230,74
DGB;Março de 2024;1.208;160.733,92;133,06
DGB;Abril de 2024;805;114.514,65;142,25
DGB;Maio de 2024;556;69.449,47;124,91
DGB;Junho de 2024;356;41.591,27;116,83
DGB;Julho de 2024;207;22.168,85;107,10
DGB;Agosto de 2024;254;28.204,25;111,04
DGB;Setembro de 2024;367;64.421,43;175,54
DGB;Outubro de 2024;301;51.767,88;171,99
DGB;Novembro de 2024;1.876;487.399,67;259,81
DOGE;Agosto de 2019;1.397;226.603,64;162,21
DOGE;Setembro de 2019;1.268;183.913,64;145,04
DOGE;Outubro de 2019;1.921;246.221,08;128,17
DOGE;Novembro de 2019;1.752;203.314,79;116,05
DOGE;Dezembro de 2019;1.130;104.366,18;92,36
DOGE;Janeiro de 2020;3.964;505.669,57;127,57
DOGE;Fevereiro de 2020;3.968;727.535,34;183,35
DOGE;Março de 2020;2.015;259.592,57;128,83
DOGE;Abril de 2020;3.334;545.920,12;163,74
DOGE;Maio de 2020;4.437;833.487,42;187,85
DOGE;Junho de 2020;3.313;527.916,23;159,35
DOGE;Julho de 2020;16.216;5.410.278,08;333,64
DOGE;Agosto de 2020;6.947;1.497.767,66;215,60
DOGE;Setembro de 2020;3.715;672.101,19;180,92
DOGE;Outubro de 2020;3.399;533.069,53;156,83
DOGE;Novembro de 2020;4.610;835.808,89;181,30
DOGE;Dezembro de 2020;8.420;1.553.002,99;184,44
DOGE;Janeiro de 2021;89.556;91.007.619,82;1.016,21
DOGE;Fevereiro de 2021;110.738;121.069.073,69;1.093,29
DOGE;Março de 2021;29.304;37.280.249,49;1.272,19
DOGE;Abril de 2021;331.251;368.724.321,14;1.113,13
DOGE;Maio de 2021;561.679;694.855.856,24;1.237,10
DOGE;Junho de 2021;114.315;88.391.559,39;773,23
DOGE;Julho de 2021;44.077;33.054.048,75;749,92
DOGE;Agosto de 2021;100.079;73.421.794,36;733,64
DOGE;Setembro de 2021;52.068;22.828.102,97;438,43
DOGE;Outubro de 2021;78.610;47.979.525,19;610,35
DOGE;Novembro de 2021;84.874;41.760.804,74;492,03
DOGE;Dezembro de 2021;86.025;33.597.896,68;390,56
DOGE;Janeiro de 2022;78.197;20.693.808,15;264,64
DOGE;Fevereiro de 2022;51.580;45.998.973,80;891,80
DOGE;Março de 2022;44.018;11.114.801,58;252,51
DOGE;Abril de 2022;61.153;15.810.703,08;258,54
DOGE;Maio de 2022;47.850;25.240.987,27;527,50
DOGE;Junho de 2022;32.955;4.984.384,44;151,25
DOGE;Julho de 2022;25.799;3.611.346,15;139,98
DOGE;Agosto de 2022;26.999;4.494.624,11;166,47
DOGE;Setembro de 2022;25.904;2.908.004,68;112,26
DOGE;Outubro de 2022;52.271;22.043.386,09;421,71
DOGE;Novembro de 2022;80.771;34.335.007,64;425,09
DOGE;Dezembro de 2022;35.921;14.059.915,15;391,41
DOGE;Janeiro de 2023;29.849;7.949.579,29;266,33
DOGE;Fevereiro de 2023;24.222;7.276.308,63;300,40
DOGE;Março de 2023;21.554;4.636.647,61;215,12
DOGE;Abril de 2023;35.914;11.277.587,93;314,02
DOGE;Maio de 2023;19.680;3.542.056,78;179,98
DOGE;Junho de 2023;19.368;5.871.938,98;303,18
DOGE;Julho de 2023;26.271;9.041.765,84;344,17
DOGE;Agosto de 2023;23.936;4.785.761,02;199,94
DOGE;Setembro de 2023;16.837;2.880.556,15;171,08
DOGE;Outubro de 2023;20.488;5.180.345,57;252,85
DOGE;Novembro de 2023;30.981;9.463.496,74;305,46
DOGE;Dezembro de 2023;39.940;11.093.681,31;277,76
DOGE;Janeiro de 2024;30.477;8.369.474,74;274,62
DOGE;Fevereiro de 2024;61.898;16.577.940,39;267,83
DOGE;Março de 2024;205.298;77.073.664,36;375,42
DOGE;Abril de 2024;108.157;35.623.827,35;329,37
DOGE;Maio de 2024;90.830;35.654.492,82;392,54
DOGE;Junho de 2024;54.831;16.679.616,65;304,20
DOGE;Julho de 2024;59.162;30.807.023,18;520,72
DOGE;Agosto de 2024;48.056;88.413.331,97;1.839,80
DOGE;Setembro de 2024;46.259;13.812.961,63;298,60
DOGE;Outubro de 2024;78.216;29.931.750,51;382,68
DOGE;Novembro de 2024;388.851;295.891.454,30;760,94
DOGE;Dezembro de 2024;13.867;264.522,62;19,08
EOS;Agosto de 2019;699;118.991,09;170,23
EOS;Setembro de 2019;658;466.455,93;708,90
EOS;Outubro de 2019;899;561.582,66;624,67
EOS;Novembro de 2019;904;544.666,12;602,51
EOS;Dezembro de 2019;299;249.814,81;835,50
EOS;Janeiro de 2020;1.577;1.010.211,67;640,59
EOS;Fevereiro de 2020;1.554;1.035.590,77;666,40
EOS;Março de 2020;965;665.848,91;690,00
EOS;Abril de 2020;1.597;772.411,29;483,66
EOS;Maio de 2020;5.718;3.045.963,09;532,70
EOS;Junho de 2020;3.548;1.977.796,85;557,44
EOS;Julho de 2020;4.876;2.720.854,75;558,01
EOS;Agosto de 2020;9.401;5.885.922,08;626,10
EOS;Setembro de 2020;5.016;2.989.514,83;596,00
EOS;Outubro de 2020;4.096;2.540.116,10;620,15
EOS;Novembro de 2020;9.669;6.699.629,38;692,90
EOS;Dezembro de 2020;7.969;5.520.053,91;692,69
EOS;Janeiro de 2021;20.075;10.017.702,59;499,01
EOS;Fevereiro de 2021;26.303;15.633.632,36;594,37
EOS;Março de 2021;14.867;8.160.833,14;548,92
EOS;Abril de 2021;39.989;25.188.471,44;629,89
EOS;Maio de 2021;90.732;69.249.843,30;763,24
EOS;Junho de 2021;15.602;7.508.081,31;481,23
EOS;Julho de 2021;10.130;4.233.803,28;417,95
EOS;Agosto de 2021;18.010;10.928.467,81;606,80
EOS;Setembro de 2021;14.997;8.763.916,18;584,38
EOS;Outubro de 2021;13.056;8.938.253,91;684,61
EOS;Novembro de 2021;8.195;4.815.408,11;587,60
EOS;Dezembro de 2021;5.903;2.420.445,58;410,04
EOS;Janeiro de 2022;4.273;1.499.487,89;350,92
EOS;Fevereiro de 2022;3.405;741.168,61;217,67
EOS;Março de 2022;3.432;919.751,11;267,99
EOS;Abril de 2022;2.941;587.063,16;199,61
EOS;Maio de 2022;4.488;550.386,65;122,64
EOS;Junho de 2022;2.369;228.353,66;96,39
EOS;Julho de 2022;2.786;323.981,66;116,29
EOS;Agosto de 2022;4.914;1.240.193,48;252,38
EOS;Setembro de 2022;4.367;686.693,15;157,25
EOS;Outubro de 2022;1.980;229.460,93;115,89
EOS;Novembro de 2022;1.470;164.207,94;111,71
EOS;Dezembro de 2022;1.257;114.610,87;91,18
EOS;Janeiro de 2023;1.907;164.465,71;86,24
EOS;Fevereiro de 2023;2.030;299.464,85;147,52
EOS;Março de 2023;3.310;576.702,71;174,23
EOS;Abril de 2023;1.606;267.803,02;166,75
EOS;Maio de 2023;1.058;114.483,09;108,21
EOS;Junho de 2023;2.346;199.915,12;85,22
EOS;Julho de 2023;2.021;133.644,12;66,13
EOS;Agosto de 2023;1.480;124.005,61;83,79
EOS;Setembro de 2023;1.334;56.510,59;42,36
EOS;Outubro de 2023;1.457;100.002,41;68,64
EOS;Novembro de 2023;1.937;237.772,02;122,75
EOS;Dezembro de 2023;2.983;332.422,25;111,44
EOS;Janeiro de 2024;9.843;245.568,88;24,95
EOS;Fevereiro de 2024;6.274;511.318,95;81,50
EOS;Março de 2024;9.237;1.595.106,34;172,69
EOS;Abril de 2024;6.039;699.763,35;115,87
EOS;Maio de 2024;3.038;462.853,12;152,35
EOS;Junho de 2024;2.105;336.723,03;159,96
EOS;Julho de 2024;3.248;279.636,97;86,10
EOS;Agosto de 2024;2.862;283.995,80;99,23
EOS;Setembro de 2024;1.326;90.128,85;67,97
EOS;Outubro de 2024;1.968;256.658,13;130,42
EOS;Novembro de 2024;5.595;1.127.531,57;201,52
EOS;Dezembro de 2024;2;5.975,39;2.987,70
ETC;Agosto de 2019;13;972,03;74,77
ETC;Setembro de 2019;6;897,14;149,52
ETC;Novembro de 2019;8;135,51;16,94
ETC;Dezembro de 2019;2;12,90;6,45
ETC;Janeiro de 2020;6;78.599,23;13.099,87
ETC;Fevereiro de 2020;1.110;903.952,23;814,37
ETC;Março de 2020;1.968;1.615.611,34;820,94
ETC;Abril de 2020;816;448.907,31;550,13
ETC;Maio de 2020;2.429;1.785.267,40;734,98
ETC;Junho de 2020;751;529.575,46;705,16
ETC;Julho de 2020;859;480.178,19;559,00
ETC;Agosto de 2020;1.350;742.834,06;550,25
ETC;Setembro de 2020;580;352.225,81;607,29
ETC;Outubro de 2020;563;228.606,16;406,05
ETC;Novembro de 2020;1.390;644.611,80;463,75
ETC;Dezembro de 2020;1.054;535.644,88;508,20
ETC;Janeiro de 2021;3.009;1.843.052,31;612,51
ETC;Fevereiro de 2021;6.914;5.505.447,91;796,28
ETC;Março de 2021;3.574;2.211.676,69;618,82
ETC;Abril de 2021;16.948;18.858.159,79;1.112,71
ETC;Maio de 2021;53.112;93.486.989,42;1.760,19
ETC;Junho de 2021;4.825;5.441.897,44;1.127,85
ETC;Julho de 2021;3.194;3.375.986,43;1.056,98
ETC;Agosto de 2021;4.560;5.176.176,31;1.135,13
ETC;Setembro de 2021;2.035;1.493.613,05;733,96
ETC;Outubro de 2021;1.952;1.560.735,12;799,56
ETC;Novembro de 2021;1.782;1.350.596,81;757,91
ETC;Dezembro de 2021;844;383.831,33;454,78
ETC;Janeiro de 2022;730;329.471,67;451,33
ETC;Fevereiro de 2022;933;355.605,45;381,14
ETC;Março de 2022;2.564;1.610.311,27;628,05
ETC;Abril de 2022;763;246.589,69;323,18
ETC;Maio de 2022;742;245.235,15;330,51
ETC;Junho de 2022;511;116.172,43;227,34
ETC;Julho de 2022;5.564;3.070.231,80;551,80
ETC;Agosto de 2022;5.975;3.656.484,40;611,96
ETC;Setembro de 2022;4.638;2.660.806,64;573,70
ETC;Outubro de 2022;1.108;451.019,29;407,06
ETC;Novembro de 2022;1.458;577.354,03;395,99
ETC;Dezembro de 2022;286;46.508,98;162,62
ETC;Janeiro de 2023;683;224.324,69;328,44
ETC;Fevereiro de 2023;416;107.230,48;257,77
ETC;Março de 2023;439;107.576,44;245,05
ETC;Abril de 2023;331;74.790,76;225,95
ETC;Maio de 2023;271;68.076,55;251,20
ETC;Junho de 2023;304;80.539,01;264,93
ETC;Julho de 2023;345;55.456,07;160,74
ETC;Agosto de 2023;157;25.744,29;163,98
ETC;Setembro de 2023;202;30.305,95;150,03
ETC;Outubro de 2023;219;51.935,91;237,15
ETC;Novembro de 2023;442;65.566,73;148,34
ETC;Dezembro de 2023;652;127.836,47;196,07
ETC;Janeiro de 2024;748;185.439,94;247,91
ETC;Fevereiro de 2024;3.744;1.631.488,82;435,76
ETC;Março de 2024;8.277;2.323.276,34;280,69
ETC;Abril de 2024;4.578;894.525,37;195,40
ETC;Maio de 2024;3.867;724.828,54;187,44
ETC;Junho de 2024;2.943;454.290,92;154,36
ETC;Julho de 2024;2.807;685.497,25;244,21
ETC;Agosto de 2024;2.076;368.487,01;177,50
ETC;Setembro de 2024;1.695;248.426,05;146,56
ETC;Outubro de 2024;1.997;384.209,45;192,39
ETC;Novembro de 2024;7.196;1.973.427,65;274,24
ETH;Agosto de 2019;67.935;30.053.333,10;442,38
ETH;Setembro de 2019;65.716;29.618.350,67;450,70
ETH;Outubro de 2019;49.856;24.631.908,09;494,06
ETH;Novembro de 2019;38.283;19.589.878,66;511,71
ETH;Dezembro de 2019;29.514;12.806.084,51;433,90
ETH;Janeiro de 2020;51.236;26.113.265,04;509,67
ETH;Fevereiro de 2020;95.610;84.364.489,20;882,38
ETH;Março de 2020;93.773;74.764.107,71;797,29
ETH;Abril de 2020;134.671;163.608.125,68;1.214,87
ETH;Maio de 2020;164.542;106.422.530,50;646,78
ETH;Junho de 2020;69.299;49.180.424,15;709,68
ETH;Julho de 2020;95.612;82.571.201,32;863,61
ETH;Agosto de 2020;148.239;219.748.779,58;1.482,40
ETH;Setembro de 2020;182.139;176.201.255,53;967,40
ETH;Outubro de 2020;82.153;102.384.773,10;1.246,27
ETH;Novembro de 2020;187.273;268.104.453,77;1.431,62
ETH;Dezembro de 2020;196.479;254.643.322,27;1.296,03
ETH;Janeiro de 2021;765.605;1.598.745.726,15;2.088,21
ETH;Fevereiro de 2021;712.444;1.669.895.053,43;2.343,90
ETH;Março de 2021;463.154;994.080.155,31;2.146,33
ETH;Abril de 2021;691.404;1.596.477.856,37;2.309,04
ETH;Maio de 2021;1.077.725;3.486.222.016,03;3.234,80
ETH;Junho de 2021;360.065;1.061.853.595,36;2.949,06
ETH;Julho de 2021;290.116;744.399.060,65;2.565,87
ETH;Agosto de 2021;506.890;1.418.873.894,41;2.799,18
ETH;Setembro de 2021;441.227;1.532.952.044,07;3.474,29
ETH;Outubro de 2021;535.414;1.624.951.839,61;3.034,94
ETH;Novembro de 2021;426.156;1.336.070.986,18;3.135,17
ETH;Dezembro de 2021;1.073.960;1.284.922.776,16;1.196,43
ETH;Janeiro de 2022;1.024.100;1.022.757.801,13;998,69
ETH;Fevereiro de 2022;768.926;912.717.800,99;1.187,00
ETH;Março de 2022;739.053;607.375.844,78;821,83
ETH;Abril de 2022;625.742;434.237.607,60;693,96
ETH;Maio de 2022;669.191;689.317.524,09;1.030,08
ETH;Junho de 2022;897.279;615.133.293,32;685,55
ETH;Julho de 2022;1.781.683;670.063.855,58;376,08
ETH;Agosto de 2022;1.488.212;641.343.077,77;430,95
ETH;Setembro de 2022;1.221.159;526.942.126,99;431,51
ETH;Outubro de 2022;774.217;288.166.226,36;372,20
ETH;Novembro de 2022;834.929;498.550.514,98;597,12
ETH;Dezembro de 2022;527.894;196.497.123,85;372,23
ETH;Janeiro de 2023;771.321;271.651.675,87;352,19
ETH;Fevereiro de 2023;607.405;240.410.588,66;395,80
ETH;Março de 2023;820.173;363.865.786,34;443,65
ETH;Abril de 2023;645.196;276.476.920,69;428,52
ETH;Maio de 2023;473.051;198.678.353,25;419,99
ETH;Junho de 2023;440.660;232.181.880,14;526,90
ETH;Julho de 2023;447.756;164.480.590,99;367,34
ETH;Agosto de 2023;535.188;272.121.437,76;508,46
ETH;Setembro de 2023;483.602;138.590.054,11;286,58
ETH;Outubro de 2023;600.381;243.113.814,80;404,93
ETH;Novembro de 2023;691.287;359.362.692,76;519,85
ETH;Dezembro de 2023;1.062.960;452.081.228,50;425,30
ETH;Janeiro de 2024;978.008;561.691.639,17;574,32
ETH;Fevereiro de 2024;1.107.175;719.510.339,67;649,86
ETH;Março de 2024;2.080.138;1.778.846.298,84;855,16
ETH;Abril de 2024;1.621.374;1.185.598.201,71;731,23
ETH;Maio de 2024;1.102.806;832.723.310,43;755,10
ETH;Junho de 2024;1.086.463;706.457.215,36;650,24
ETH;Julho de 2024;1.049.185;859.877.054,87;819,57
ETH;Agosto de 2024;1.024.769;1.251.285.841,67;1.221,04
ETH;Setembro de 2024;845.221;900.928.041,52;1.065,91
ETH;Outubro de 2024;954.823;1.028.432.956,74;1.077,09
ETH;Novembro de 2024;2.191.171;2.133.344.824,44;973,61
ETH;Dezembro de 2024;8.933;400.031,13;44,78
FIL;Fevereiro de 2021;7;14.230,94;2.032,99
FIL;Março de 2021;64;32.895,09;513,99
FIL;Abril de 2021;36;92.512,01;2.569,78
FIL;Maio de 2021;4;43.219,88;10.804,97
FIL;Junho de 2021;14;17.600,06;1.257,15
FIL;Julho de 2021;925;423.866,68;458,23
FIL;Agosto de 2021;1.886;1.179.801,36;625,56
FIL;Setembro de 2021;3.933;5.025.161,48;1.277,69
FIL;Outubro de 2021;2.078;2.311.016,13;1.112,13
FIL;Novembro de 2021;1.097;1.014.167,50;924,49
FIL;Dezembro de 2021;11.799;4.665.465,08;395,41
FIL;Janeiro de 2022;6.946;2.591.183,61;373,05
FIL;Fevereiro de 2022;3.711;43.318.875,33;11.673,10
FIL;Março de 2022;6.949;4.478.815,25;644,53
FIL;Abril de 2022;5.823;1.690.918,64;290,39
FIL;Maio de 2022;3.735;1.423.361,19;381,09
FIL;Junho de 2022;2.453;589.248,27;240,22
FIL;Julho de 2022;4.862;1.271.204,74;261,46
FIL;Agosto de 2022;8.637;3.138.483,38;363,38
FIL;Setembro de 2022;2.820;865.211,37;306,81
FIL;Outubro de 2022;1.195;202.731,50;169,65
FIL;Novembro de 2022;1.418;300.651,74;212,03
FIL;Dezembro de 2022;1.848;219.849,85;118,97
FIL;Janeiro de 2023;1.993;667.025,57;334,68
FIL;Fevereiro de 2023;5.083;1.691.331,80;332,74
FIL;Março de 2023;3.466;1.136.763,14;327,98
FIL;Abril de 2023;1.256;335.326,84;266,98
FIL;Maio de 2023;972;243.945,86;250,97
FIL;Junho de 2023;1.978;518.623,60;262,20
FIL;Julho de 2023;1.806;561.327,03;310,81
FIL;Agosto de 2023;1.170;312.435,01;267,04
FIL;Setembro de 2023;907;164.832,62;181,73
FIL;Outubro de 2023;1.201;319.557,10;266,08
FIL;Novembro de 2023;1.815;473.778,10;261,03
FIL;Dezembro de 2023;3.459;1.155.217,67;333,97
FIL;Janeiro de 2024;4.758;1.215.779,03;255,52
FIL;Fevereiro de 2024;7.953;2.595.751,11;326,39
FIL;Março de 2024;14.890;6.929.951,41;465,41
FIL;Abril de 2024;9.389;2.831.873,82;301,62
FIL;Maio de 2024;5.480;1.521.929,04;277,72
FIL;Junho de 2024;4.470;1.935.902,56;433,09
FIL;Julho de 2024;3.859;1.027.845,72;266,35
FIL;Agosto de 2024;3.812;629.563,29;165,15
FIL;Setembro de 2024;2.003;644.169,04;321,60
FIL;Outubro de 2024;2.320;374.133,81;161,26
FIL;Novembro de 2024;5.827;1.799.848,38;308,88
FIL;Dezembro de 2024;1;500,00;500,00
ICP;Maio de 2021;35;206.877,50;5.910,79
ICP;Junho de 2021;34;14.624,25;430,13
ICP;Julho de 2021;31;78.574,99;2.534,68
ICP;Agosto de 2021;125;334.944,10;2.679,55
ICP;Setembro de 2021;73;67.901,94;930,16
ICP;Outubro de 2021;3.027;2.023.494,08;668,48
ICP;Novembro de 2021;2.177;1.542.806,13;708,68
ICP;Dezembro de 2021;16.026;7.340.101,51;458,01
ICP;Janeiro de 2022;38.506;23.938.292,44;621,68
ICP;Fevereiro de 2022;7.444;3.075.309,71;413,13
ICP;Março de 2022;6.705;2.703.935,91;403,27
ICP;Abril de 2022;4.805;1.351.869,04;281,35
ICP;Maio de 2022;9.352;1.922.022,82;205,52
ICP;Junho de 2022;5.682;1.891.476,38;332,89
ICP;Julho de 2022;4.911;1.186.694,74;241,64
ICP;Agosto de 2022;3.361;870.696,83;259,06
ICP;Setembro de 2022;1.819;380.289,72;209,07
ICP;Outubro de 2022;1.758;281.845,52;160,32
ICP;Novembro de 2022;2.131;320.869,66;150,57
ICP;Dezembro de 2022;1.668;177.130,49;106,19
ICP;Janeiro de 2023;3.007;439.138,18;146,04
ICP;Fevereiro de 2023;5.122;1.071.773,44;209,25
ICP;Março de 2023;2.767;485.035,25;175,29
ICP;Abril de 2023;3.374;882.772,70;261,64
ICP;Maio de 2023;2.644;507.050,23;191,77
ICP;Junho de 2023;2.166;272.817,58;125,95
ICP;Julho de 2023;2.288;266.459,59;116,46
ICP;Agosto de 2023;1.934;206.302,61;106,67
ICP;Setembro de 2023;1.708;112.050,64;65,60
ICP;Outubro de 2023;1.822;237.708,10;130,47
ICP;Novembro de 2023;2.680;503.802,43;187,99
ICP;Dezembro de 2023;10.895;3.635.538,33;333,69
ICP;Janeiro de 2024;10.868;3.925.929,14;361,24
ICP;Fevereiro de 2024;8.746;2.696.475,93;308,31
ICP;Março de 2024;20.554;8.456.885,32;411,45
ICP;Abril de 2024;15.464;5.288.488,71;341,99
ICP;Maio de 2024;7.938;2.509.268,22;316,11
ICP;Junho de 2024;5.342;1.956.023,93;366,16
ICP;Julho de 2024;6.702;1.938.985,33;289,31
ICP;Agosto de 2024;4.138;1.078.382,81;260,60
ICP;Setembro de 2024;3.531;1.047.981,41;296,79
ICP;Outubro de 2024;4.292;996.576,33;232,19
ICP;Novembro de 2024;9.413;4.218.307,78;448,14
IMOB01;Outubro de 2020;49;500.800,00;10.220,41
IMOB01;Agosto de 2021;58;1.112.690,83;19.184,32
IOTA;Agosto de 2019;763;197.646,40;259,04
IOTA;Setembro de 2019;537;400.919,72;746,59
IOTA;Outubro de 2019;876;441.680,06;504,20
IOTA;Novembro de 2019;579;224.197,14;387,21
IOTA;Dezembro de 2019;623;236.401,75;379,46
IOTA;Janeiro de 2020;1.466;735.743,23;501,87
IOTA;Fevereiro de 2020;2.932;1.442.372,04;491,94
IOTA;Março de 2020;1.201;418.552,16;348,50
IOTA;Abril de 2020;1.757;647.546,02;368,55
IOTA;Maio de 2020;3.323;1.215.976,85;365,93
IOTA;Junho de 2020;2.609;649.604,54;248,99
IOTA;Julho de 2020;3.637;1.075.176,96;295,62
IOTA;Agosto de 2020;6.866;3.413.244,47;497,12
IOTA;Setembro de 2020;2.246;1.106.136,88;492,49
IOTA;Outubro de 2020;1.412;732.461,50;518,74
IOTA;Novembro de 2020;3.154;1.529.768,45;485,02
IOTA;Dezembro de 2020;2.521;833.841,07;330,76
IOTA;Janeiro de 2021;9.688;5.140.939,89;530,65
IOTA;Fevereiro de 2021;30.664;21.501.743,24;701,20
IOTA;Março de 2021;17.330;15.307.265,08;883,28
IOTA;Abril de 2021;22.525;18.857.223,84;837,17
IOTA;Maio de 2021;15.570;12.043.842,58;773,53
IOTA;Junho de 2021;5.631;3.582.161,79;636,15
IOTA;Julho de 2021;3.607;2.067.150,90;573,09
IOTA;Agosto de 2021;6.882;4.665.399,65;677,91
IOTA;Setembro de 2021;14.346;12.941.700,44;902,11
IOTA;Outubro de 2021;8.688;8.937.780,70;1.028,75
IOTA;Novembro de 2021;5.197;4.852.836,06;933,78
IOTA;Dezembro de 2021;2.768;2.102.351,56;759,52
IOTA;Janeiro de 2022;1.244;978.792,96;786,81
IOTA;Fevereiro de 2022;667;300.914,40;451,15
IOTA;Março de 2022;802;594.360,29;741,10
IOTA;Abril de 2022;557;298.287,47;535,53
IOTA;Maio de 2022;981;416.492,11;424,56
IOTA;Junho de 2022;454;113.170,97;249,28
IOTA;Julho de 2022;725;209.157,63;288,49
IOTA;Agosto de 2022;306;72.118,10;235,68
IOTA;Setembro de 2022;440;148.439,43;337,36
IOTA;Outubro de 2022;432;154.336,64;357,26
IOTA;Novembro de 2022;272;70.766,04;260,17
IOTA;Dezembro de 2022;167;32.952,96;197,32
IOTA;Janeiro de 2023;549;122.740,62;223,57
IOTA;Fevereiro de 2023;277;58.409,27;210,86
IOTA;Março de 2023;401;70.560,94;175,96
IOTA;Abril de 2023;221;34.829,53;157,60
IOTA;Maio de 2023;258;51.572,62;199,89
IOTA;Junho de 2023;366;56.223,74;153,62
IOTA;Julho de 2023;196;51.679,84;263,67
IOTA;Agosto de 2023;118;10.925,97;92,59
IOTA;Setembro de 2023;115;10.710,52;93,13
IOTA;Outubro de 2023;236;37.888,33;160,54
IOTA;Novembro de 2023;850;159.612,12;187,78
IOTA;Dezembro de 2023;899;208.533,81;231,96
IOTA;Janeiro de 2024;305;97.984,89;321,26
IOTA;Fevereiro de 2024;282;70.874,75;251,33
IOTA;Março de 2024;604;205.967,22;341,01
IOTA;Abril de 2024;235;63.561,44;270,47
IOTA;Maio de 2024;150;19.910,23;132,73
IOTA;Junho de 2024;171;29.670,06;173,51
IOTA;Julho de 2024;112;17.256,81;154,08
IOTA;Agosto de 2024;112;45.531,36;406,53
IOTA;Setembro de 2024;126;20.095,37;159,49
IOTA;Outubro de 2024;244;72.838,08;298,52
IOTA;Novembro de 2024;691;386.935,89;559,97
LINK;Agosto de 2019;6;31.561,27;5.260,21
LINK;Setembro de 2019;46;473.826,77;10.300,58
LINK;Outubro de 2019;82;596.748,98;7.277,43
LINK;Novembro de 2019;316;56.719,02;179,49
LINK;Dezembro de 2019;734;110.528,92;150,58
LINK;Janeiro de 2020;1.806;608.530,13;336,95
LINK;Fevereiro de 2020;2.972;1.803.088,52;606,69
LINK;Março de 2020;6.100;3.467.746,09;568,48
LINK;Abril de 2020;3.850;2.116.627,60;549,77
LINK;Maio de 2020;4.484;2.331.501,60;519,96
