CRIPTOATIVO;MÊS/ANO;Nº DE OPERAÇÕES;VALOR TOTAL DAS OPERAÇÕES;VALOR MÉDIO POR OPERAÇÃO
WAVES;Fevereiro de 2022;1.574;1.024.606,43;650,96
WAVES;Março de 2022;11.264;13.239.907,38;1.175,42
WAVES;Abril de 2022;5.310;5.630.296,07;1.060,32
WAVES;Maio de 2022;5.933;3.264.821,49;550,28
WAVES;Junho de 2022;8.579;3.928.641,14;457,94
WAVES;Julho de 2022;2.970;1.109.582,15;373,60
WAVES;Agosto de 2022;2.361;922.108,88;390,56
WAVES;Setembro de 2022;1.530;496.578,94;324,56
WAVES;Outubro de 2022;1.339;313.667,87;234,26
WAVES;Novembro de 2022;1.756;351.627,25;200,24
WAVES;Dezembro de 2022;1.973;353.563,20;179,20
WAVES;Janeiro de 2023;1.840;545.448,89;296,44
WAVES;Fevereiro de 2023;1.505;540.041,60;358,83
WAVES;Março de 2023;598;156.028,08;260,92
WAVES;Abril de 2023;786;245.063,55;311,79
WAVES;Maio de 2023;890;232.522,50;261,26
WAVES;Junho de 2023;1.383;270.821,93;195,82
WAVES;Julho de 2023;723;164.386,25;227,37
WAVES;Agosto de 2023;319;64.287,78;201,53
WAVES;Setembro de 2023;181;36.617,55;202,31
WAVES;Outubro de 2023;295;103.195,96;349,82
WAVES;Novembro de 2023;400;83.579,46;208,95
WAVES;Dezembro de 2023;617;131.430,86;213,02
WAVES;Janeiro de 2024;412;75.286,17;182,73
WAVES;Fevereiro de 2024;454;133.097,57;293,17
WAVES;Março de 2024;1.256;363.398,08;289,33
WAVES;Abril de 2024;740;157.146,64;212,36
WAVES;Maio de 2024;567;88.966,00;156,91
WAVES;Junho de 2024;1.360;200.785,80;147,64
WAVES;Julho de 2024;516;47.691,61;92,43
WAVES;Agosto de 2024;235;18.670,22;79,45
WAVES;Setembro de 2024;192;15.167,10;79,00
WAVES;Outubro de 2024;299;27.677,04;92,57
WAVES;Novembro de 2024;1.457;158.872,55;109,04
WBTC;Junho de 2021;720;202.428,55;281,15
WBTC;Julho de 2021;620;174.074,22;280,76
WBTC;Agosto de 2021;1.289;506.124,32;392,65
WBTC;Setembro de 2021;4.096;2.175.911,24;531,23
WBTC;Outubro de 2021;10.288;8.477.405,79;824,01
WBTC;Novembro de 2021;3.940;1.963.845,30;498,44
WBTC;Dezembro de 2021;1.542;444.686,48;288,38
WBTC;Janeiro de 2022;1.219;508.009,20;416,74
WBTC;Fevereiro de 2022;1.632;524.219,51;321,21
WBTC;Março de 2022;1.824;559.548,67;306,77
WBTC;Abril de 2022;1.705;380.108,17;222,94
WBTC;Maio de 2022;1.459;199.677,91;136,86
WBTC;Junho de 2022;1.271;135.494,13;106,60
WBTC;Julho de 2022;1.199;291.261,95;242,92
WBTC;Agosto de 2022;765;145.762,05;190,54
WBTC;Setembro de 2022;719;144.781,32;201,36
WBTC;Outubro de 2022;1.267;285.029,38;224,96
WBTC;Novembro de 2022;1.509;639.449,67;423,76
WBTC;Dezembro de 2022;872;223.585,12;256,40
WBTC;Janeiro de 2023;1.483;200.185,81;134,99
WBTC;Fevereiro de 2023;1.238;132.737,03;107,22
WBTC;Março de 2023;3.341;980.327,10;293,42
WBTC;Abril de 2023;1.883;560.738,46;297,79
WBTC;Maio de 2023;1.393;254.247,64;182,52
WBTC;Junho de 2023;1.328;204.931,65;154,32
WBTC;Julho de 2023;1.590;262.675,61;165,20
WBTC;Agosto de 2023;2.737;229.297,15;83,78
WBTC;Setembro de 2023;3.300;201.940,35;61,19
WBTC;Outubro de 2023;3.709;447.028,61;120,53
WBTC;Novembro de 2023;4.187;1.099.395,29;262,57
WBTC;Dezembro de 2023;5.976;1.143.280,80;191,31
WBTC;Janeiro de 2024;5.850;977.937,44;167,17
WBTC;Fevereiro de 2024;8.365;1.406.287,34;168,12
WBTC;Março de 2024;13.414;3.522.574,91;262,60
WBTC;Abril de 2024;6.179;1.122.343,90;181,64
WBTC;Maio de 2024;5.848;2.469.916,48;422,35
WBTC;Junho de 2024;4.729;776.195,60;164,14
WBTC;Julho de 2024;5.937;1.399.255,35;235,68
WBTC;Agosto de 2024;6.804;1.441.758,98;211,90
WBTC;Setembro de 2024;4.169;777.329,84;186,45
WBTC;Outubro de 2024;6.461;1.499.796,31;232,13
WBTC;Novembro de 2024;13.405;2.986.904,83;222,82
WBX;Julho de 2020;58.076;38.723.717,24;666,78
WBX;Agosto de 2020;40.324;21.456.253,53;532,10
WBX;Setembro de 2020;29.430;13.037.857,34;443,01
WBX;Outubro de 2020;17.831;6.513.639,74;365,30
WBX;Novembro de 2020;42.672;18.429.652,03;431,89
WBX;Dezembro de 2020;70.360;31.509.692,82;447,84
WBX;Janeiro de 2021;47.279;13.493.540,38;285,40
WBX;Fevereiro de 2021;60.363;25.852.696,39;428,29
WBX;Março de 2021;653.913;829.359.836,39;1.268,30
WBX;Abril de 2021;216.331;219.781.658,15;1.015,95
WBX;Maio de 2021;115.562;77.770.743,51;672,98
WBX;Junho de 2021;75.864;55.286.003,16;728,75
WBX;Julho de 2021;64.365;29.585.310,32;459,65
WBX;Agosto de 2021;172.086;146.736.548,22;852,69
WBX;Setembro de 2021;101.766;55.737.385,59;547,70
WBX;Outubro de 2021;93.562;42.354.388,52;452,69
WBX;Novembro de 2021;83.301;34.902.330,62;418,99
WBX;Dezembro de 2021;53.825;20.207.243,98;375,42
WBX;Janeiro de 2022;42.727;10.665.515,88;249,62
WBX;Fevereiro de 2022;45.185;13.594.664,41;300,87
WBX;Março de 2022;33.745;7.219.710,56;213,95
WBX;Abril de 2022;20.416;4.328.814,81;212,03
WBX;Maio de 2022;24.216;4.669.835,70;192,84
WBX;Junho de 2022;19.648;4.618.838,98;235,08
WBX;Julho de 2022;26.992;6.318.071,40;234,07
WBX;Agosto de 2022;16.654;3.748.701,63;225,09
WBX;Setembro de 2022;13.951;3.189.568,95;228,63
WBX;Outubro de 2022;37.329;13.413.346,28;359,33
WBX;Novembro de 2022;35.658;13.349.604,07;374,38
WBX;Dezembro de 2022;15.794;3.838.416,65;243,03
WBX;Janeiro de 2023;25.203;8.129.714,60;322,57
WBX;Fevereiro de 2023;46.865;19.914.492,05;424,93
WBX;Março de 2023;22.017;6.266.166,90;284,61
WBX;Abril de 2023;16.901;3.394.507,30;200,85
WBX;Maio de 2023;20.025;4.014.339,30;200,47
WBX;Junho de 2023;13.958;2.889.764,04;207,03
WBX;Julho de 2023;19.062;5.189.028,78;272,22
WBX;Agosto de 2023;19.323;5.430.927,86;281,06
WBX;Setembro de 2023;19.280;4.519.237,38;234,40
WBX;Outubro de 2023;16.605;3.785.624,51;227,98
WBX;Novembro de 2023;17.513;4.138.945,36;236,34
WBX;Dezembro de 2023;17.504;3.719.181,09;212,48
WBX;Janeiro de 2024;18.124;3.959.936,89;218,49
WBX;Fevereiro de 2024;33.049;9.846.740,64;297,94
WBX;Março de 2024;39.672;12.027.611,43;303,18
WBX;Abril de 2024;19.520;5.435.422,55;278,45
WBX;Maio de 2024;20.164;5.770.682,36;286,19
WBX;Junho de 2024;23.546;11.958.926,77;507,90
WBX;Julho de 2024;22.160;11.504.460,19;519,15
WBX;Agosto de 2024;25.927;11.452.853,02;441,73
WBX;Setembro de 2024;24.990;12.844.975,85;514,00
WBX;Outubro de 2024;19.763;7.870.327,25;398,24
WBX;Novembro de 2024;30.551;8.845.697,10;289,54
XLM;Agosto de 2019;650;111.618,43;171,72
XLM;Setembro de 2019;1.212;681.412,69;562,22
XLM;Outubro de 2019;991;273.572,37;276,06
XLM;Novembro de 2019;1.909;1.109.975,91;581,44
XLM;Dezembro de 2019;926;360.297,21;389,09
XLM;Janeiro de 2020;3.445;1.236.144,10;358,82
XLM;Fevereiro de 2020;2.350;883.344,58;375,89
XLM;Março de 2020;1.559;369.484,45;237,00
XLM;Abril de 2020;3.850;1.243.738,57;323,05
XLM;Maio de 2020;3.601;1.071.445,35;297,54
XLM;Junho de 2020;4.960;1.825.831,57;368,11
XLM;Julho de 2020;4.808;2.512.497,92;522,57
XLM;Agosto de 2020;4.627;2.242.041,28;484,56
XLM;Setembro de 2020;1.597;650.638,49;407,41
XLM;Outubro de 2020;1.256;735.194,71;585,35
XLM;Novembro de 2020;7.862;6.765.617,06;860,55
XLM;Dezembro de 2020;6.706;3.702.666,58;552,14
XLM;Janeiro de 2021;32.434;31.185.976,65;961,52
XLM;Fevereiro de 2021;30.303;34.250.382,94;1.130,26
XLM;Março de 2021;14.164;10.370.264,45;732,16
XLM;Abril de 2021;30.589;26.392.158,34;862,80
XLM;Maio de 2021;61.348;34.708.902,04;565,77
XLM;Junho de 2021;16.033;5.152.745,28;321,38
XLM;Julho de 2021;9.564;3.096.188,31;323,73
XLM;Agosto de 2021;17.688;7.287.966,15;412,03
XLM;Setembro de 2021;10.880;3.993.796,30;367,08
XLM;Outubro de 2021;13.326;6.612.863,93;496,24
XLM;Novembro de 2021;12.160;4.625.048,05;380,35
XLM;Dezembro de 2021;11.034;2.469.994,56;223,85
XLM;Janeiro de 2022;7.799;1.264.763,98;162,17
XLM;Fevereiro de 2022;28.847;4.426.717,93;153,46
XLM;Março de 2022;24.315;5.178.170,31;212,96
XLM;Abril de 2022;19.531;4.699.770,79;240,63
XLM;Maio de 2022;18.153;1.512.412,10;83,31
XLM;Junho de 2022;12.683;2.222.708,01;175,25
XLM;Julho de 2022;10.131;1.371.745,13;135,40
XLM;Agosto de 2022;8.369;1.112.798,38;132,97
XLM;Setembro de 2022;7.999;1.022.757,46;127,86
XLM;Outubro de 2022;7.879;926.623,08;117,61
XLM;Novembro de 2022;6.392;881.166,54;137,85
XLM;Dezembro de 2022;4.958;1.599.676,07;322,65
XLM;Janeiro de 2023;6.488;1.003.562,74;154,68
XLM;Fevereiro de 2023;7.225;929.724,64;128,68
XLM;Março de 2023;10.881;1.243.845,28;114,31
XLM;Abril de 2023;9.147;3.163.435,65;345,84
XLM;Maio de 2023;6.111;626.769,89;102,56
XLM;Junho de 2023;8.491;1.278.144,11;150,53
XLM;Julho de 2023;39.298;4.996.005,43;127,13
XLM;Agosto de 2023;34.533;2.367.722,10;68,56
XLM;Setembro de 2023;9.272;1.171.319,21;126,33
XLM;Outubro de 2023;10.187;2.040.059,05;200,26
XLM;Novembro de 2023;13.221;2.663.887,75;201,49
XLM;Dezembro de 2023;90.168;6.084.410,02;67,48
XLM;Janeiro de 2024;35.517;2.113.201,34;59,50
XLM;Fevereiro de 2024;120.026;9.657.643,22;80,46
XLM;Março de 2024;256.166;34.516.621,54;134,74
XLM;Abril de 2024;157.552;14.938.299,68;94,82
XLM;Maio de 2024;126.338;12.106.920,23;95,83
XLM;Junho de 2024;112.944;9.564.896,50;84,69
XLM;Julho de 2024;145.215;15.432.939,58;106,28
XLM;Agosto de 2024;111.830;10.027.245,07;89,67
XLM;Setembro de 2024;97.043;8.174.243,25;84,23
XLM;Outubro de 2024;103.519;10.364.109,20;100,12
XLM;Novembro de 2024;1.126.015;1.584.416.246,77;1.407,10
XLM;Dezembro de 2024;8;319.132,00;39.891,50
XMR;Agosto de 2019;4;3.293,60;823,40
XMR;Setembro de 2019;7;7.991,01;1.141,57
XMR;Dezembro de 2019;1;120,00;120,00
XMR;Janeiro de 2020;8;3.377,86;422,23
XMR;Fevereiro de 2020;20;5.255,06;262,75
XMR;Março de 2020;9;2.527,51;280,83
XMR;Abril de 2020;33;37.533,64;1.137,38
XMR;Maio de 2020;17;26.397,40;1.552,79
XMR;Junho de 2020;2.640;1.638.474,65;620,63
XMR;Julho de 2020;1.583;876.885,60;553,94
XMR;Agosto de 2020;1.808;1.092.792,37;604,42
XMR;Setembro de 2020;961;755.532,41;786,19
XMR;Outubro de 2020;1.769;1.484.593,86;839,23
XMR;Novembro de 2020;1.972;1.981.044,56;1.004,59
XMR;Dezembro de 2020;2.530;2.002.156,44;791,37
XMR;Janeiro de 2021;6.234;4.968.524,45;797,00
XMR;Fevereiro de 2021;9.368;7.315.955,99;780,95
XMR;Março de 2021;5.519;3.664.566,18;663,99
XMR;Abril de 2021;12.744;10.521.954,64;825,64
XMR;Maio de 2021;9.212;8.232.394,89;893,66
XMR;Junho de 2021;2.544;1.744.880,44;685,88
XMR;Julho de 2021;1.513;1.566.861,54;1.035,60
XMR;Agosto de 2021;2.596;2.772.629,47;1.068,04
XMR;Setembro de 2021;1.540;1.233.752,97;801,14
XMR;Outubro de 2021;1.938;1.631.778,64;841,99
XMR;Novembro de 2021;1.310;930.576,48;710,36
XMR;Dezembro de 2021;1.037;593.747,53;572,56
XMR;Janeiro de 2022;830;471.053,70;567,53
XMR;Fevereiro de 2022;667;423.605,71;635,09
XMR;Março de 2022;1.265;776.134,30;613,54
XMR;Abril de 2022;1.354;980.525,27;724,17
XMR;Maio de 2022;1.439;884.659,65;614,77
XMR;Junho de 2022;1.269;859.153,65;677,03
XMR;Julho de 2022;1.083;706.200,73;652,08
XMR;Agosto de 2022;700;348.597,54;498,00
XMR;Setembro de 2022;773;699.534,10;904,96
XMR;Outubro de 2022;722;585.737,00;811,27
XMR;Novembro de 2022;786;470.794,38;598,98
XMR;Dezembro de 2022;629;390.878,72;621,43
XMR;Janeiro de 2023;830;463.061,17;557,91
XMR;Fevereiro de 2023;746;384.344,23;515,21
XMR;Março de 2023;768;338.396,85;440,62
XMR;Abril de 2023;893;586.322,07;656,58
XMR;Maio de 2023;1.244;878.605,22;706,27
XMR;Junho de 2023;652;594.364,91;911,60
XMR;Julho de 2023;726;405.399,99;558,40
XMR;Agosto de 2023;1.188;591.582,21;497,96
XMR;Setembro de 2023;805;643.931,63;799,92
XMR;Outubro de 2023;1.304;782.589,17;600,15
XMR;Novembro de 2023;1.041;691.501,23;664,27
XMR;Dezembro de 2023;1.238;676.561,00;546,50
XMR;Janeiro de 2024;1.171;625.665,49;534,30
XMR;Fevereiro de 2024;2.920;818.111,49;280,18
XMR;Março de 2024;2.286;403.727,80;176,61
XMR;Abril de 2024;1.437;253.658,66;176,52
XMR;Maio de 2024;1.363;192.734,17;141,40
XMR;Junho de 2024;1.174;156.077,49;132,95
XMR;Julho de 2024;1.621;214.279,66;132,19
XMR;Agosto de 2024;1.044;130.822,79;125,31
XMR;Setembro de 2024;1.981;196.736,40;99,31
XMR;Outubro de 2024;1.745;224.265,19;128,52
XMR;Novembro de 2024;2.010;309.615,38;154,04
XRP;Agosto de 2019;79.818;22.457.571,71;281,36
XRP;Setembro de 2019;92.469;1.549.125.776,36;16.752,92
XRP;Outubro de 2019;70.879;748.097.588,68;10.554,57
XRP;Novembro de 2019;69.932;1.017.527.745,77;14.550,25
XRP;Dezembro de 2019;37.066;587.244.369,28;15.843,21
XRP;Janeiro de 2020;66.686;1.222.510.035,04;18.332,33
XRP;Fevereiro de 2020;105.442;2.555.948.262,41;24.240,32
XRP;Março de 2020;92.525;3.244.708.889,71;35.068,46
XRP;Abril de 2020;73.821;3.476.559.503,90;47.094,45
XRP;Maio de 2020;90.978;2.897.678.811,28;31.850,32
XRP;Junho de 2020;57.109;2.216.755.756,17;38.816,22
XRP;Julho de 2020;70.205;3.405.352.974,57;48.505,85
XRP;Agosto de 2020;102.450;2.975.606.482,16;29.044,48
XRP;Setembro de 2020;50.774;40.793.101,35;803,43
XRP;Outubro de 2020;42.901;45.412.272,93;1.058,54
XRP;Novembro de 2020;324.662;383.426.368,61;1.181,00
XRP;Dezembro de 2020;388.703;393.474.515,55;1.012,28
XRP;Janeiro de 2021;484.950;423.300.846,48;872,88
XRP;Fevereiro de 2021;802.041;924.781.760,97;1.153,04
XRP;Março de 2021;417.322;387.685.579,87;928,98
XRP;Abril de 2021;1.510.859;2.335.446.490,86;1.545,77
XRP;Maio de 2021;778.714;1.205.780.492,23;1.548,43
XRP;Junho de 2021;254.114;243.227.788,64;957,16
XRP;Julho de 2021;182.972;181.053.849,17;989,52
XRP;Agosto de 2021;461.315;551.167.968,38;1.194,78
XRP;Setembro de 2021;294.981;326.292.074,12;1.106,15
XRP;Outubro de 2021;266.426;271.257.581,71;1.018,13
XRP;Novembro de 2021;232.792;248.082.823,46;1.065,68
XRP;Dezembro de 2021;154.408;124.352.754,80;805,35
XRP;Janeiro de 2022;105.795;76.847.400,94;726,38
XRP;Fevereiro de 2022;122.878;70.220.065,65;571,46
XRP;Março de 2022;100.575;55.669.318,31;553,51
XRP;Abril de 2022;82.666;38.740.495,02;468,64
XRP;Maio de 2022;89.662;38.715.708,19;431,80
XRP;Junho de 2022;71.216;29.326.477,97;411,80
XRP;Julho de 2022;68.710;24.679.951,87;359,19
XRP;Agosto de 2022;59.188;22.804.230,38;385,28
XRP;Setembro de 2022;84.923;42.389.231,54;499,15
XRP;Outubro de 2022;76.955;40.910.210,63;531,61
XRP;Novembro de 2022;96.571;56.502.483,19;585,09
XRP;Dezembro de 2022;47.727;25.100.867,42;525,93
XRP;Janeiro de 2023;61.030;25.819.394,17;423,06
XRP;Fevereiro de 2023;48.225;18.838.432,51;390,64
XRP;Março de 2023;103.603;42.596.372,01;411,15
XRP;Abril de 2023;62.022;22.552.813,90;363,63
XRP;Maio de 2023;45.495;24.349.884,56;535,22
XRP;Junho de 2023;46.748;29.911.749,51;639,85
XRP;Julho de 2023;122.499;76.416.089,27;623,81
XRP;Agosto de 2023;102.322;28.263.664,87;276,22
XRP;Setembro de 2023;75.873;20.459.507,26;269,65
XRP;Outubro de 2023;100.438;32.397.280,30;322,56
XRP;Novembro de 2023;116.013;54.433.498,04;469,20
XRP;Dezembro de 2023;100.257;51.202.499,81;510,71
XRP;Janeiro de 2024;99.884;35.925.164,45;359,67
XRP;Fevereiro de 2024;104.645;41.195.916,54;393,67
XRP;Março de 2024;182.443;91.392.494,97;500,94
XRP;Abril de 2024;153.822;51.339.665,06;333,76
XRP;Maio de 2024;131.564;35.451.491,25;269,46
XRP;Junho de 2024;110.487;37.220.142,71;336,87
XRP;Julho de 2024;148.612;74.859.295,02;503,72
XRP;Agosto de 2024;124.821;141.350.149,39;1.132,42
XRP;Setembro de 2024;104.484;55.092.216,95;527,28
XRP;Outubro de 2024;117.477;71.546.662,30;609,03
XRP;Novembro de 2024;498.132;594.712.747,94;1.193,89
XRP;Dezembro de 2024;16.451;2.427.335,99;147,55
XTZ;Agosto de 2019;42;255.784,15;6.090,10
XTZ;Setembro de 2019;15;21.025,53;1.401,70
XTZ;Novembro de 2019;46;613.023,48;13.326,60
XTZ;Dezembro de 2019;27;65.189,72;2.414,43
XTZ;Janeiro de 2020;18;198.543,59;11.030,20
XTZ;Fevereiro de 2020;181;1.088.254,24;6.012,45
XTZ;Março de 2020;29;209.201,47;7.213,84
XTZ;Abril de 2020;1.697;1.798.980,60;1.060,09
XTZ;Maio de 2020;4.390;3.114.118,48;709,37
XTZ;Junho de 2020;1.913;1.186.386,26;620,17
XTZ;Julho de 2020;3.445;2.808.782,82;815,32
XTZ;Agosto de 2020;5.792;5.131.219,29;885,91
XTZ;Setembro de 2020;1.980;1.182.234,69;597,09
XTZ;Outubro de 2020;1.677;913.679,42;544,83
XTZ;Novembro de 2020;2.714;1.716.640,52;632,51
XTZ;Dezembro de 2020;1.986;992.547,42;499,77
XTZ;Janeiro de 2021;5.556;3.470.143,55;624,58
XTZ;Fevereiro de 2021;8.887;5.568.716,95;626,61
XTZ;Março de 2021;5.592;3.298.827,53;589,92
XTZ;Abril de 2021;9.643;6.722.867,37;697,18
XTZ;Maio de 2021;7.178;5.631.967,08;784,62
XTZ;Junho de 2021;2.181;796.995,91;365,43
XTZ;Julho de 2021;1.188;424.237,68;357,10
XTZ;Agosto de 2021;5.489;4.503.763,86;820,51
XTZ;Setembro de 2021;10.264;11.351.185,87;1.105,92
XTZ;Outubro de 2021;6.554;6.761.246,41;1.031,62
XTZ;Novembro de 2021;2.749;1.945.422,36;707,68
XTZ;Dezembro de 2021;3.288;2.675.943,99;813,85
XTZ;Janeiro de 2022;14.135;5.297.184,46;374,76
XTZ;Fevereiro de 2022;16.781;3.591.118,71;214,00
XTZ;Março de 2022;9.156;1.581.535,91;172,73
XTZ;Abril de 2022;7.927;1.157.607,79;146,03
XTZ;Maio de 2022;9.223;1.090.077,40;118,19
XTZ;Junho de 2022;8.243;1.880.015,53;228,07
XTZ;Julho de 2022;6.206;874.023,17;140,84
XTZ;Agosto de 2022;4.274;840.394,22;196,63
XTZ;Setembro de 2022;3.933;524.468,97;133,35
XTZ;Outubro de 2022;2.113;277.227,92;131,20
XTZ;Novembro de 2022;2.487;458.349,44;184,30
XTZ;Dezembro de 2022;1.152;258.262,46;224,19
XTZ;Janeiro de 2023;3.170;984.841,64;310,68
XTZ;Fevereiro de 2023;3.374;699.841,83;207,42
XTZ;Março de 2023;1.997;295.147,25;147,80
XTZ;Abril de 2023;1.940;402.418,36;207,43
XTZ;Maio de 2023;1.158;88.019,32;76,01
XTZ;Junho de 2023;1.504;98.456,70;65,46
XTZ;Julho de 2023;1.885;177.276,10;94,05
XTZ;Agosto de 2023;2.713;128.477,80;47,36
XTZ;Setembro de 2023;1.444;57.023,55;39,49
XTZ;Outubro de 2023;1.779;176.920,47;99,45
XTZ;Novembro de 2023;2.095;254.716,76;121,58
XTZ;Dezembro de 2023;2.500;239.954,17;95,98
XTZ;Janeiro de 2024;3.735;363.310,98;97,27
XTZ;Fevereiro de 2024;4.171;386.158,67;92,58
XTZ;Março de 2024;6.035;1.004.718,72;166,48
XTZ;Abril de 2024;3.742;599.854,43;160,30
XTZ;Maio de 2024;2.988;557.789,15;186,68
XTZ;Junho de 2024;1.657;331.715,35;200,19
XTZ;Julho de 2024;1.899;342.844,81;180,54
XTZ;Agosto de 2024;1.510;137.191,61;90,86
XTZ;Setembro de 2024;1.152;112.314,16;97,49
XTZ;Outubro de 2024;1.444;108.188,61;74,92
XTZ;Novembro de 2024;7.183;2.092.675,58;291,34
XTZ;Dezembro de 2024;1;2.901,00;2.901,00
YFI;Setembro de 2020;90;1.666.606,16;18.517,85
YFI;Outubro de 2020;36;17.643,27;490,09
YFI;Novembro de 2020;410;345.864,98;843,57
YFI;Dezembro de 2020;451;1.466.287,56;3.251,19
YFI;Janeiro de 2021;6.073;106.600.473,12;17.553,18
YFI;Fevereiro de 2021;4.062;69.901.199,07;17.208,57
YFI;Março de 2021;598;1.561.517,43;2.611,23
YFI;Abril de 2021;877;1.386.992,68;1.581,52
YFI;Maio de 2021;54.853;201.169.449,94;3.667,43
YFI;Junho de 2021;14.229;18.761.968,58;1.318,57
YFI;Julho de 2021;9.978;7.489.376,28;750,59
YFI;Agosto de 2021;15.174;11.088.915,17;730,78
YFI;Setembro de 2021;9.952;6.137.987,36;616,76
YFI;Outubro de 2021;12.416;7.869.180,84;633,79
YFI;Novembro de 2021;8.679;6.707.335,14;772,82
YFI;Dezembro de 2021;49.953;26.335.616,26;527,21
YFI;Janeiro de 2022;11.059;9.078.877,71;820,95
YFI;Fevereiro de 2022;4.392;1.981.452,98;451,15
YFI;Março de 2022;3.292;2.154.004,66;654,31
YFI;Abril de 2022;2.304;1.103.398,73;478,91
YFI;Maio de 2022;4.229;1.022.071,74;241,68
YFI;Junho de 2022;6.163;1.663.958,02;269,99
YFI;Julho de 2022;5.355;2.396.780,08;447,58
YFI;Agosto de 2022;4.521;2.289.631,09;506,44
YFI;Setembro de 2022;2.837;1.087.777,35;383,43
YFI;Outubro de 2022;1.478;506.610,67;342,77
YFI;Novembro de 2022;2.503;722.937,80;288,83
YFI;Dezembro de 2022;1.650;300.411,36;182,07
YFI;Janeiro de 2023;1.873;330.659,94;176,54
YFI;Fevereiro de 2023;2.992;710.865,56;237,59
YFI;Março de 2023;4.348;1.326.700,46;305,13
YFI;Abril de 2023;1.778;308.753,63;173,65
YFI;Maio de 2023;1.860;278.243,45;149,59
YFI;Junho de 2023;1.798;477.416,95;265,53
YFI;Julho de 2023;1.808;208.416,31;115,27
YFI;Agosto de 2023;1.674;337.263,03;201,47
YFI;Setembro de 2023;1.272;185.794,27;146,06
YFI;Outubro de 2023;1.900;655.611,94;345,06
YFI;Novembro de 2023;7.269;2.354.511,76;323,91
YFI;Dezembro de 2023;3.680;877.110,38;238,35
YFI;Janeiro de 2024;4.121;719.154,60;174,51
YFI;Fevereiro de 2024;4.610;918.334,45;199,20
YFI;Março de 2024;7.728;1.610.783,10;208,43
YFI;Abril de 2024;4.958;1.246.549,06;251,42
YFI;Maio de 2024;2.584;595.897,72;230,61
YFI;Junho de 2024;2.242;2.001.870,62;892,90
YFI;Julho de 2024;2.491;5.239.446,36;2.103,35
YFI;Agosto de 2024;2.300;28.972.713,12;12.596,83
YFI;Setembro de 2024;1.725;388.619,70;225,29
YFI;Outubro de 2024;1.820;287.159,48;157,78
YFI;Novembro de 2024;4.931;1.927.981,80;390,99
ZEC;Agosto de 2019;9.530;870.615,56;91,36
ZEC;Setembro de 2019;3.951;415.716,53;105,22
ZEC;Outubro de 2019;3.676;341.409,96;92,88
ZEC;Novembro de 2019;2.432;262.651,72;108,00
ZEC;Dezembro de 2019;2.576;301.528,71;117,05
ZEC;Janeiro de 2020;10.361;1.506.241,25;145,38
ZEC;Fevereiro de 2020;9.191;1.763.433,22;191,87
ZEC;Março de 2020;12.513;1.349.465,35;107,85
ZEC;Abril de 2020;7.026;1.009.176,64;143,63
ZEC;Maio de 2020;253;41.796,04;165,20
ZEC;Junho de 2020;159;8.979,21;56,47
ZEC;Julho de 2020;258;47.668,70;184,76
ZEC;Agosto de 2020;577;146.229,77;253,43
ZEC;Setembro de 2020;205;18.397,67;89,74
ZEC;Outubro de 2020;185;121.528,20;656,91
ZEC;Novembro de 2020;351;63.515,22;180,96
ZEC;Dezembro de 2020;254;56.859,35;223,86
ZEC;Janeiro de 2021;9;5.121,65;569,07
ZEC;Fevereiro de 2021;594;802.844,28;1.351,59
ZEC;Março de 2021;389;90.248,10;232,00
ZEC;Abril de 2021;536;228.172,22;425,69
ZEC;Maio de 2021;582;7.407.617,25;12.727,86
ZEC;Junho de 2021;55;1.085.357,36;19.733,77
ZEC;Julho de 2021;37;187.164,94;5.058,51
ZEC;Agosto de 2021;63;666.028,08;10.571,87
ZEC;Setembro de 2021;81;1.433.227,00;17.694,16
ZEC;Outubro de 2021;13;95.680,59;7.360,05
ZEC;Novembro de 2021;4.280;4.613.350,93;1.077,89
ZEC;Dezembro de 2021;766;507.110,17;662,02
ZEC;Janeiro de 2022;264;206.159,67;780,91
ZEC;Fevereiro de 2022;275;230.722,64;838,99
ZEC;Março de 2022;899;1.259.583,38;1.401,09
ZEC;Abril de 2022;392;464.217,23;1.184,23
ZEC;Maio de 2022;298;283.680,85;951,95
ZEC;Junho de 2022;126;34.018,48;269,99
ZEC;Julho de 2022;115;79.212,52;688,80
ZEC;Agosto de 2022;163;131.530,58;806,94
ZEC;Setembro de 2022;93;39.184,94;421,34
ZEC;Outubro de 2022;36;6.931,18;192,53
ZEC;Novembro de 2022;87;18.367,30;211,12
ZEC;Dezembro de 2022;54;7.436,30;137,71
ZEC;Janeiro de 2023;455;75.445,72;165,81
ZEC;Fevereiro de 2023;534;97.466,13;182,52
ZEC;Março de 2023;487;103.708,68;212,95
ZEC;Abril de 2023;94;11.372,49;120,98
ZEC;Maio de 2023;134;13.556,69;101,17
ZEC;Junho de 2023;129;17.814,46;138,10
ZEC;Julho de 2023;131;23.472,98;179,18
ZEC;Agosto de 2023;125;19.221,62;153,77
ZEC;Setembro de 2023;64;3.569,30;55,77
ZEC;Outubro de 2023;117;14.725,14;125,86
ZEC;Novembro de 2023;242;34.804,91;143,82
ZEC;Dezembro de 2023;201;47.682,48;237,23
ZEC;Janeiro de 2024;330;141.688,98;429,36
ZEC;Fevereiro de 2024;240;63.175,51;263,23
ZEC;Março de 2024;322;80.838,08;251,05
ZEC;Abril de 2024;345;1.256.041,49;3.640,70
